cod_tra;nome_orgao_tra;ano_mes_tra;nome_acao_tra;valor_total_transferencia_tra;valor_transferencia_tra
2926126;;202211;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
2926127;;202211;APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;8517.66;8517.66
2926128;;202211;INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;1000;1000
47983;Sem informação;202211;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;9108.39;9108.39
49968;Fundo Nacional de Desenvolvimento da Educação;202211;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);10793.2;10793.2
49969;Fundo Nacional de Desenvolvimento da Educação;202211;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);23990.8;23990.8
49970;Fundo Nacional de Desenvolvimento da Educação;202211;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;28114.57;28114.57
59050;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
59051;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
59052;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
59053;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3892;3892
59054;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
59055;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2795;2795
59056;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
59057;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
59058;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;80;80
59059;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
59060;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
59061;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
59062;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2950;2950
59063;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
59064;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
59065;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
59066;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
59067;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
59068;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2040;2040
59069;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
59070;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;17925;17925
59071;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3225;3225
59072;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3045;3045
59073;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;1830;1830
59074;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;7185;7185
59075;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;4860;4860
59076;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;5025;5025
59077;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;765;765
59078;Fundo Nacional de Desenvolvimento da Educação;202211;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;885;885
73096;Fundo Nacional de Assistência Social;202211;APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - ;9458.51;9458.51
73097;Fundo Nacional de Assistência Social;202211;ACOES DE PROTECAO SOCIAL BASICA;3750.67;3750.67
73098;Fundo Nacional de Assistência Social;202211;ACOES DE PROTECAO SOCIAL BASICA;4475.24;4475.24
73099;Fundo Nacional de Assistência Social;202211;DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ;6270;6270
73100;Ministério da Saúde - Unidades com vínculo direto;202211;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
73101;Ministério da Saúde - Unidades com vínculo direto;202211;PISO DE ATENCAO PRIMARIA A SAUDE;6900;6900
73102;Ministério da Saúde - Unidades com vínculo direto;202211;PISO DE ATENCAO PRIMARIA A SAUDE;13709.46;13709.46
73103;Ministério da Saúde - Unidades com vínculo direto;202211;PISO DE ATENCAO PRIMARIA A SAUDE;25709;25709
73104;Ministério da Saúde - Unidades com vínculo direto;202211;PISO DE ATENCAO PRIMARIA A SAUDE;99384;99384
73105;Ministério da Saúde - Unidades com vínculo direto;202211;PISO DE ATENCAO PRIMARIA A SAUDE;194083.84;194083.84
73106;Ministério da Saúde - Unidades com vínculo direto;202211;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;1477.6;1477.6
73107;Ministério da Saúde - Unidades com vínculo direto;202211;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
73108;Ministério da Saúde - Unidades com vínculo direto;202211;APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;8517.66;8517.66
47977;Sem informação;202211;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;487424.34;487424.34
47978;Sem informação;202211;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2658.08;2658.08
47979;Sem informação;202211;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;652368.54;652368.54
47980;Sem informação;202211;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);2135696.21;2135696.21
47981;Sem informação;202211;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;191.68;191.68
47982;Sem informação;202211;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);55902.36;55902.36
73109;Ministério da Saúde - Unidades com vínculo direto;202211;INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;1000;1000
2896919;Sem informação;202210;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;487424.34;487424.34
2896920;Sem informação;202210;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2658.08;2658.08
2896921;Sem informação;202210;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;538399.95;538399.95
2896922;Sem informação;202210;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);1699288.42;1699288.42
2896923;Sem informação;202210;TRANSFERENCIA DE REPARTICAO DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE COMBUSTIVEIS;1054.53;1054.53
2896924;Sem informação;202210;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;8294.35;8294.35
2896925;Sem informação;202210;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);63818.78;63818.78
2896926;Sem informação;202210;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;14808.58;14808.58
2898788;;202210;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);10793.2;10793.2
2898789;;202210;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);23990.8;23990.8
2898790;;202210;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;28114.47;28114.47
2903150;;202210;APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - ;10229.5;10229.5
2903151;;202210;ACOES DE PROTECAO SOCIAL BASICA;1922.1;1922.1
2903152;;202210;ACOES DE PROTECAO SOCIAL BASICA;6352.53;6352.53
2903153;;202210;PRIMEIRA INFANCIA NO SUAS - CRIANCA FELIZ;6270;6270
2903154;;202210;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
2903155;;202210;PISO DE ATENCAO PRIMARIA A SAUDE;1281.12;1281.12
2903156;;202210;PISO DE ATENCAO PRIMARIA A SAUDE;6900;6900
2903157;;202210;PISO DE ATENCAO PRIMARIA A SAUDE;13709.46;13709.46
2903158;;202210;PISO DE ATENCAO PRIMARIA A SAUDE;25709;25709
2903159;;202210;PISO DE ATENCAO PRIMARIA A SAUDE;99384;99384
2903160;;202210;PISO DE ATENCAO PRIMARIA A SAUDE;194196.76;194196.76
2903161;;202210;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;1477.6;1477.6
2903162;;202210;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
2903163;;202210;APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;23849.45;23849.45
2903164;;202210;INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;1000;1000
79548;Sem informação;202210;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2658.08;2658.08
79550;Sem informação;202210;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;538399.95;538399.95
79552;Sem informação;202210;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);1699288.42;1699288.42
80594;Sem informação;202210;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;487424.34;487424.34
79554;Sem informação;202210;TRANSFERENCIA DE REPARTICAO DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE COMBUSTIVEIS;1054.53;1054.53
80596;Sem informação;202210;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2658.08;2658.08
79556;Sem informação;202210;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;8294.35;8294.35
79558;Sem informação;202210;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);63818.78;63818.78
79560;Sem informação;202210;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;14808.58;14808.58
80598;Sem informação;202210;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;538399.95;538399.95
80600;Sem informação;202210;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);1699288.42;1699288.42
80602;Sem informação;202210;TRANSFERENCIA DE REPARTICAO DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE COMBUSTIVEIS;1054.53;1054.53
80604;Sem informação;202210;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;8294.35;8294.35
80605;Sem informação;202210;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);63818.78;63818.78
83891;Fundo Nacional de Desenvolvimento da Educação;202210;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);10793.2;10793.2
80607;Sem informação;202210;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;14808.58;14808.58
83893;Fundo Nacional de Desenvolvimento da Educação;202210;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);23990.8;23990.8
83895;Fundo Nacional de Desenvolvimento da Educação;202210;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;28114.47;28114.47
84944;Fundo Nacional de Desenvolvimento da Educação;202210;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);10793.2;10793.2
84946;Fundo Nacional de Desenvolvimento da Educação;202210;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);23990.8;23990.8
84948;Fundo Nacional de Desenvolvimento da Educação;202210;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;28114.47;28114.47
93106;Fundo Nacional de Assistência Social;202210;APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - ;10229.5;10229.5
93109;Fundo Nacional de Assistência Social;202210;ACOES DE PROTECAO SOCIAL BASICA;8274.63;8274.63
93111;Fundo Nacional de Assistência Social;202210;DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ;6270;6270
93112;Ministério da Saúde - Unidades com vínculo direto;202210;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
93114;Ministério da Saúde - Unidades com vínculo direto;202210;PISO DE ATENCAO PRIMARIA A SAUDE;6900;6900
93116;Ministério da Saúde - Unidades com vínculo direto;202210;PISO DE ATENCAO PRIMARIA A SAUDE;13709.46;13709.46
93118;Ministério da Saúde - Unidades com vínculo direto;202210;PISO DE ATENCAO PRIMARIA A SAUDE;26990.12;26990.12
93120;Ministério da Saúde - Unidades com vínculo direto;202210;PISO DE ATENCAO PRIMARIA A SAUDE;99384;99384
93122;Ministério da Saúde - Unidades com vínculo direto;202210;PISO DE ATENCAO PRIMARIA A SAUDE;194196.76;194196.76
94163;Fundo Nacional de Assistência Social;202210;APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - ;10229.5;10229.5
93124;Ministério da Saúde - Unidades com vínculo direto;202210;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;1477.6;1477.6
93126;Ministério da Saúde - Unidades com vínculo direto;202210;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
94165;Fundo Nacional de Assistência Social;202210;ACOES DE PROTECAO SOCIAL BASICA;8274.63;8274.63
93128;Ministério da Saúde - Unidades com vínculo direto;202210;APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;23849.45;23849.45
94167;Fundo Nacional de Assistência Social;202210;DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ;6270;6270
93130;Ministério da Saúde - Unidades com vínculo direto;202210;INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;1000;1000
94170;Ministério da Saúde - Unidades com vínculo direto;202210;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
94172;Ministério da Saúde - Unidades com vínculo direto;202210;PISO DE ATENCAO PRIMARIA A SAUDE;6900;6900
94174;Ministério da Saúde - Unidades com vínculo direto;202210;PISO DE ATENCAO PRIMARIA A SAUDE;13709.46;13709.46
94176;Ministério da Saúde - Unidades com vínculo direto;202210;PISO DE ATENCAO PRIMARIA A SAUDE;26990.12;26990.12
94178;Ministério da Saúde - Unidades com vínculo direto;202210;PISO DE ATENCAO PRIMARIA A SAUDE;99384;99384
94180;Ministério da Saúde - Unidades com vínculo direto;202210;PISO DE ATENCAO PRIMARIA A SAUDE;194196.76;194196.76
94182;Ministério da Saúde - Unidades com vínculo direto;202210;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;1477.6;1477.6
94184;Ministério da Saúde - Unidades com vínculo direto;202210;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
79547;Sem informação;202210;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;487424.34;487424.34
94186;Ministério da Saúde - Unidades com vínculo direto;202210;APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;23849.45;23849.45
94188;Ministério da Saúde - Unidades com vínculo direto;202210;INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;1000;1000
2887754;Sem informação;202209;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2658.08;2658.08
2887755;Sem informação;202209;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;497574.02;497574.02
2887756;Sem informação;202209;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);1829708.6;1829708.6
2887757;Sem informação;202209;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;309.33;309.33
2887758;Sem informação;202209;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);68733.96;68733.96
2887759;Sem informação;202209;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;25835.76;25835.76
2889325;;202209;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);10793.2;10793.2
2889326;;202209;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);23990.8;23990.8
2889327;;202209;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;28114.47;28114.47
2889328;;202209;APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO;623591.79;623591.79
2892938;;202209;APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - ;9753.82;9753.82
2892939;;202209;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
2892940;;202209;PISO DE ATENCAO PRIMARIA A SAUDE;6900;6900
2892941;;202209;PISO DE ATENCAO PRIMARIA A SAUDE;16331.4;16331.4
2892942;;202209;PISO DE ATENCAO PRIMARIA A SAUDE;25709;25709
2892943;;202209;PISO DE ATENCAO PRIMARIA A SAUDE;99384;99384
2892944;;202209;PISO DE ATENCAO PRIMARIA A SAUDE;133665.67;133665.67
2892945;;202209;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;1477.6;1477.6
2892946;;202209;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
2892947;;202209;APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;8517.66;8517.66
2892948;;202209;INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;3000;3000
102752;;202209;APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO;623591.79;623591.79
102753;Fundo Nacional de Desenvolvimento da Educação;202209;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);10793.2;10793.2
102754;Fundo Nacional de Desenvolvimento da Educação;202209;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);23990.8;23990.8
102755;Fundo Nacional de Desenvolvimento da Educação;202209;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;28114.47;28114.47
106861;Fundo Nacional de Assistência Social;202209;APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - ;9753.82;9753.82
106862;Ministério da Saúde - Unidades com vínculo direto;202209;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
106863;Ministério da Saúde - Unidades com vínculo direto;202209;PISO DE ATENCAO PRIMARIA A SAUDE;6900;6900
106864;Ministério da Saúde - Unidades com vínculo direto;202209;PISO DE ATENCAO PRIMARIA A SAUDE;16331.4;16331.4
106865;Ministério da Saúde - Unidades com vínculo direto;202209;PISO DE ATENCAO PRIMARIA A SAUDE;25709;25709
106866;Ministério da Saúde - Unidades com vínculo direto;202209;PISO DE ATENCAO PRIMARIA A SAUDE;99384;99384
106867;Ministério da Saúde - Unidades com vínculo direto;202209;PISO DE ATENCAO PRIMARIA A SAUDE;133665.67;133665.67
106869;Ministério da Saúde - Unidades com vínculo direto;202209;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
106870;Ministério da Saúde - Unidades com vínculo direto;202209;APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;8517.66;8517.66
106871;Ministério da Saúde - Unidades com vínculo direto;202209;INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;3000;3000
106868;Ministério da Saúde - Unidades com vínculo direto;202209;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;1477.6;1477.6
100942;Sem informação;202209;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;25835.76;25835.76
100940;Sem informação;202209;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;309.33;309.33
100941;Sem informação;202209;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);68733.96;68733.96
100937;Sem informação;202209;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2658.08;2658.08
100938;Sem informação;202209;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;497574.02;497574.02
100939;Sem informação;202209;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);1829708.6;1829708.6
2878561;Sem informação;202208;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;454968.19;454968.19
2878562;Sem informação;202208;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2658.08;2658.08
2878563;Sem informação;202208;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;589451.54;589451.54
2878564;Sem informação;202208;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);1939192.65;1939192.65
2878565;Sem informação;202208;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;126.39;126.39
2878566;Sem informação;202208;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);65026.1;65026.1
2878567;Sem informação;202208;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;56800.45;56800.45
2880223;;202208;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);10793.2;10793.2
2880224;;202208;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);23990.8;23990.8
2880225;;202208;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;28114.47;28114.47
2880226;;202208;APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO;2297509.2;2297509.2
2884253;;202208;APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;8517.66;8517.66
2884241;;202208;ACOES DE PROTECAO SOCIAL BASICA;1939.17;1939.17
